question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
24,CratersWildlifeObservations,0.5,1.0,0.6666666666666666,0.5,0.5,0.5
25,NYSED_SRC2022,0.5,0.5,0.5,0.5,0.6666666666666666,0.5714285714285715
26,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
27,SBODemoUS-Service,0.0,0.0,0.0,0.0,0.0,0.0
28,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.3125,0.5,0.38461538461538464
29,NTSB,0.5,0.3333333333333333,0.4,0.5,0.1,0.16666666666666669
30,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,0.6666666666666666,1.0,0.8
31,SBODemoUS-General,0.0,0.0,0.0,0.0,0.0,0.0
32,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
33,NTSB,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.0
34,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
35,NTSB,0.5,1.0,0.6666666666666666,0.5,0.5,0.5
36,NorthernPlainsFireManagement,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
37,NorthernPlainsFireManagement,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
38,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
39,ATBI,0.5,0.5,0.5,0.6666666666666666,0.5,0.5714285714285715
40,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
41,SBODemoUS-Banking,0.1,0.5,0.16666666666666669,0.25,0.3333333333333333,0.28571428571428575
42,SBODemoUS-Sales Opportunities,0.25,1.0,0.4,0.0,0.0,0.0
43,ASIS_20161108_HerpInv_Database,0.5,0.3333333333333333,0.4,0.0,0.0,0.0
44,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
45,NorthernPlainsFireManagement,0.3333333333333333,1.0,0.5,0.6,0.75,0.6666666666666665
46,NorthernPlainsFireManagement,0.25,1.0,0.4,0.11428571428571428,1.0,0.20512820512820512
47,NYSED_SRC2022,0.3333333333333333,1.0,0.5,0.09302325581395349,0.8,0.16666666666666666
48,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
49,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
50,CratersWildlifeObservations,1.0,1.0,1.0,1.0,0.6666666666666666,0.8
51,NYSED_SRC2022,0.25,0.5,0.3333333333333333,0.07894736842105263,0.6,0.1395348837209302
52,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666
53,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
54,NorthernPlainsFireManagement,1.0,1.0,1.0,1.0,1.0,1.0
55,NTSB,0.09090909090909091,0.5,0.15384615384615385,0.0,0.0,0.0
56,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
57,SBODemoUS-Business Partners,0.14285714285714285,0.5,0.22222222222222224,0.25,0.2,0.22222222222222224
58,ATBI,0.5,0.3333333333333333,0.4,0.0,0.0,0.0
59,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
60,PacificIslandLandbirds,1.0,1.0,1.0,0.6666666666666666,0.4,0.5
61,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
62,SBODemoUS-Service,0.2,1.0,0.33333333333333337,0.17647058823529413,0.75,0.2857142857142857
63,PacificIslandLandbirds,1.0,1.0,1.0,0.5,0.6666666666666666,0.5714285714285715
64,NYSED_SRC2022,1.0,0.5,0.6666666666666666,0.23076923076923078,0.6,0.33333333333333337
65,NTSB,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,1.0
66,ASIS_20161108_HerpInv_Database,0.5,1.0,0.6666666666666666,0.5,0.5,0.5
67,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
68,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
69,ATBI,1.0,0.5,0.6666666666666666,0.25,0.6666666666666666,0.36363636363636365
70,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.4
71,ATBI,0.5,1.0,0.6666666666666666,0.0625,1.0,0.11764705882352941
72,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
73,KlamathInvasiveSpecies,1.0,1.0,1.0,0.875,0.7777777777777778,0.823529411764706
74,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.2,0.4,0.26666666666666666
75,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.2,0.8,0.32000000000000006
76,ATBI,0.5,1.0,0.6666666666666666,0.5,0.5,0.5
77,PacificIslandLandbirds,0.08333333333333333,1.0,0.15384615384615385,1.0,0.5,0.6666666666666666
78,NTSB,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
79,NYSED_SRC2022,1.0,0.5,0.6666666666666666,0.08,0.5,0.13793103448275865
80,KlamathInvasiveSpecies,1.0,1.0,1.0,0.0,0.0,0.0
81,SBODemoUS-Finance,0.2,0.5,0.28571428571428575,0.019230769230769232,0.2,0.03508771929824562
82,SBODemoUS-Human Resources,0.3333333333333333,1.0,0.5,0.0,0.0,0.0
83,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
84,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.2777777777777778,1.0,0.4347826086956522
85,SBODemoUS-Inventory and Production,0.3333333333333333,0.5,0.4,0.05555555555555555,0.4,0.09756097560975609
86,KlamathInvasiveSpecies,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.24,0.75,0.36363636363636365
87,SBODemoUS-Inventory and Production,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.2222222222222222
88,ATBI,1.0,0.5,0.6666666666666666,0.2,0.5,0.28571428571428575
89,SBODemoUS-Business Partners,0.07142857142857142,1.0,0.13333333333333333,0.14285714285714285,0.8,0.24242424242424243
90,KlamathInvasiveSpecies,1.0,0.5,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.28571428571428575
91,CratersWildlifeObservations,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.4
92,ATBI,1.0,1.0,1.0,0.0,1.0,0.0
93,NTSB,0.16666666666666666,1.0,0.2857142857142857,0.0,1.0,0.0
94,ATBI,0.4,1.0,0.5714285714285715,0.07692307692307693,1.0,0.14285714285714288
95,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
96,CratersWildlifeObservations,1.0,1.0,1.0,0.6666666666666666,0.5,0.5714285714285715
97,PacificIslandLandbirds,0.5,1.0,0.6666666666666666,0.14285714285714285,1.0,0.25
98,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
99,SBODemoUS-Sales Opportunities,0.5,0.5,0.5,0.25,0.25,0.25
100,PacificIslandLandbirds,0.3333333333333333,0.5,0.4,0.08888888888888889,0.5,0.1509433962264151
101,NYSED_SRC2022,0.5,0.5,0.5,0.13793103448275862,0.6666666666666666,0.2285714285714286
