question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
42,SBODemoUS-Sales Opportunities,0.3333333333333333,1.0,0.5,1.0,1.0,1.0
43,ASIS_20161108_HerpInv_Database,0.5,0.3333333333333333,0.4,0.14285714285714285,0.16666666666666666,0.15384615384615383
44,NTSB,0.5,1.0,0.6666666666666666,0.6,0.75,0.6666666666666665
45,NorthernPlainsFireManagement,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
46,NorthernPlainsFireManagement,1.0,1.0,1.0,0.5714285714285714,1.0,0.7272727272727273
47,NYSED_SRC2022,1.0,1.0,1.0,0.4166666666666667,1.0,0.5882352941176471
48,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
49,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
50,CratersWildlifeObservations,0.6666666666666666,1.0,0.8,1.0,0.6666666666666666,0.8
51,NYSED_SRC2022,0.5,0.5,0.5,0.21428571428571427,0.6,0.3157894736842105
52,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5
53,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,0.2,0.6666666666666666,0.30769230769230765
54,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
55,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
56,NYSED_SRC2022,0.0625,1.0,0.11764705882352941,0.0,0.0,0.0
57,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
58,ATBI,1.0,0.6666666666666666,0.8,0.4,0.5714285714285714,0.47058823529411764
59,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
60,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,1.0,0.4,0.5714285714285715
61,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,0.1111111111111111,1.0,0.19999999999999998
62,SBODemoUS-Service,0.0,0.0,0.0,0.0,0.0,0.0
63,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.25,0.3333333333333333,0.28571428571428575
64,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
65,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
66,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,0.25,0.5,0.3333333333333333
67,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
68,NYSED_SRC2022,0.07692307692307693,1.0,0.14285714285714288,0.0,0.0,0.0
69,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
70,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5
71,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
72,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
73,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
74,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
75,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
76,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
77,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
78,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
79,NYSED_SRC2022,0.5,0.5,0.5,0.03571428571428571,0.25,0.0625
80,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.0,0.0,0.0
81,SBODemoUS-Finance,0.0,0.0,0.0,0.0,0.0,0.0
82,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
83,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
84,NYSED_SRC2022,0.2,1.0,0.33333333333333337,0.2727272727272727,0.6,0.37499999999999994
85,SBODemoUS-Inventory and Production,0.5,0.5,0.5,0.6666666666666666,0.4,0.5
86,KlamathInvasiveSpecies,1.0,0.6666666666666666,0.8,0.0,0.0,0.0
87,SBODemoUS-Inventory and Production,1.0,0.3333333333333333,0.5,0.1,0.16666666666666666,0.125
88,ATBI,1.0,1.0,1.0,0.75,0.75,0.75
89,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
90,KlamathInvasiveSpecies,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.4
91,CratersWildlifeObservations,0.0,0.0,0.0,0.0,0.0,0.0
92,ATBI,1.0,1.0,1.0,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,0.0,1.0,0.0
94,ATBI,0.1,0.5,0.16666666666666669,0.058823529411764705,0.6666666666666666,0.10810810810810811
95,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
96,CratersWildlifeObservations,0.5,0.5,0.5,0.09523809523809523,0.5,0.16
97,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
98,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
99,SBODemoUS-Sales Opportunities,0.0,0.0,0.0,0.0,0.0,0.0
100,PacificIslandLandbirds,0.3333333333333333,0.25,0.28571428571428575,0.10526315789473684,0.25,0.14814814814814814
101,NYSED_SRC2022,0.3333333333333333,0.5,0.4,0.16666666666666666,0.3333333333333333,0.2222222222222222
