question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
65,NTSB,0.02702702702702703,1.0,0.052631578947368425,0.0,0.0,0.0
66,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,0.2,1.0,0.33333333333333337
67,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
68,NYSED_SRC2022,1.0,1.0,1.0,0.15789473684210525,1.0,0.2727272727272727
69,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
70,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.4
71,ATBI,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
72,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
73,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.3684210526315789,0.7777777777777778,0.5
74,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
75,NYSED_SRC2022,1.0,1.0,1.0,0.7142857142857143,1.0,0.8333333333333333
76,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
77,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
78,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
79,NYSED_SRC2022,1.0,0.5,0.6666666666666666,0.2857142857142857,0.5,0.36363636363636365
80,KlamathInvasiveSpecies,1.0,1.0,1.0,0.03125,1.0,0.06060606060606061
81,SBODemoUS-Finance,0.0,0.0,0.0,0.0,0.0,0.0
82,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
83,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
84,NYSED_SRC2022,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
85,SBODemoUS-Inventory and Production,0.5,0.5,0.5,0.6666666666666666,0.4,0.5
86,KlamathInvasiveSpecies,1.0,0.3333333333333333,0.5,0.16666666666666666,0.25,0.2
87,SBODemoUS-Inventory and Production,1.0,0.3333333333333333,0.5,0.0,0.0,0.0
88,ATBI,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
89,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
90,KlamathInvasiveSpecies,1.0,1.0,1.0,0.75,1.0,0.8571428571428571
91,CratersWildlifeObservations,0.5,1.0,0.6666666666666666,0.1,1.0,0.18181818181818182
92,ATBI,1.0,1.0,1.0,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,0.0,1.0,0.0
94,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
95,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
96,CratersWildlifeObservations,1.0,1.0,1.0,0.2,1.0,0.33333333333333337
97,PacificIslandLandbirds,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
98,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
99,SBODemoUS-Sales Opportunities,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
100,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
101,NYSED_SRC2022,1.0,0.5,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.28571428571428575
