question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
47,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.4,0.4,0.4000000000000001
48,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
49,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
50,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5
51,NYSED_SRC2022,0.5,0.5,0.5,0.3333333333333333,0.6,0.42857142857142855
52,KlamathInvasiveSpecies,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
53,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
54,NorthernPlainsFireManagement,1.0,1.0,1.0,1.0,1.0,1.0
55,NTSB,1.0,0.5,0.6666666666666666,1.0,0.16666666666666666,0.2857142857142857
56,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
57,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
58,ATBI,1.0,0.3333333333333333,0.5,0.5,0.14285714285714285,0.22222222222222224
59,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
60,PacificIslandLandbirds,1.0,1.0,1.0,1.0,0.4,0.5714285714285715
61,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
62,SBODemoUS-Service,0.0,0.0,0.0,0.0,0.0,0.0
63,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.06666666666666667,0.3333333333333333,0.1111111111111111
64,NYSED_SRC2022,0.5,0.5,0.5,0.5,0.2,0.28571428571428575
65,NTSB,0.5,1.0,0.6666666666666666,1.0,1.0,1.0
66,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
67,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
68,NYSED_SRC2022,1.0,1.0,1.0,1.0,0.6666666666666666,0.8
69,ATBI,1.0,1.0,1.0,0.5,0.3333333333333333,0.4
70,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,0.05263157894736842,0.3333333333333333,0.09090909090909091
71,ATBI,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
72,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
73,KlamathInvasiveSpecies,1.0,1.0,1.0,1.0,0.7777777777777778,0.8750000000000001
74,NYSED_SRC2022,1.0,1.0,1.0,0.6666666666666666,0.4,0.5
75,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.6666666666666666,0.4,0.5
76,ATBI,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
77,PacificIslandLandbirds,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
78,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
79,NYSED_SRC2022,1.0,1.0,1.0,0.6666666666666666,0.5,0.5714285714285715
80,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.0,0.0,0.0
81,SBODemoUS-Finance,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
82,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
83,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
84,NYSED_SRC2022,0.5,1.0,0.6666666666666666,0.2777777777777778,1.0,0.4347826086956522
85,SBODemoUS-Inventory and Production,0.5,0.5,0.5,0.0,0.0,0.0
86,KlamathInvasiveSpecies,0.5,0.3333333333333333,0.4,0.75,0.375,0.5
87,SBODemoUS-Inventory and Production,0.0,0.0,0.0,0.0,0.0,0.0
88,ATBI,1.0,0.5,0.6666666666666666,1.0,0.25,0.4
89,SBODemoUS-Business Partners,0.5,1.0,0.6666666666666666,0.5,0.4,0.4444444444444445
90,KlamathInvasiveSpecies,1.0,1.0,1.0,1.0,0.6666666666666666,0.8
91,CratersWildlifeObservations,0.5,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5
92,ATBI,1.0,1.0,1.0,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,0.0,1.0,0.0
94,ATBI,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.4
95,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
96,CratersWildlifeObservations,1.0,1.0,1.0,0.0,0.0,0.0
97,PacificIslandLandbirds,1.0,1.0,1.0,0.0,0.0,0.0
98,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
99,SBODemoUS-Sales Opportunities,1.0,0.5,0.6666666666666666,1.0,0.25,0.4
100,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.6,0.375,0.4615384615384615
101,NYSED_SRC2022,1.0,0.5,0.6666666666666666,0.4,0.3333333333333333,0.3636363636363636
