question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
43,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
44,NTSB,0.25,1.0,0.4,0.11428571428571428,1.0,0.20512820512820512
45,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
46,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
47,NYSED_SRC2022,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.0
48,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
49,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
50,CratersWildlifeObservations,0.5,0.5,0.5,0.5,0.3333333333333333,0.4
51,NYSED_SRC2022,0.08,1.0,0.14814814814814814,0.0,0.0,0.0
52,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
53,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
54,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
55,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
56,NYSED_SRC2022,0.05263157894736842,1.0,0.1,0.0,0.0,0.0
57,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
58,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
59,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
60,PacificIslandLandbirds,0.3333333333333333,0.5,0.4,0.0,0.0,0.0
61,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
62,SBODemoUS-Service,0.0,0.0,0.0,0.0,0.0,0.0
63,PacificIslandLandbirds,0.5,0.5,0.5,0.5,0.3333333333333333,0.4
64,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
65,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
66,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
67,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
68,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
69,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
70,CratersWildlifeObservations,0.5,0.5,0.5,0.2,0.3333333333333333,0.25
71,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
72,NTSB,0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.0
73,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
74,NYSED_SRC2022,0.07692307692307693,1.0,0.14285714285714288,0.0,0.0,0.0
75,NYSED_SRC2022,0.2,1.0,0.33333333333333337,0.14705882352941177,1.0,0.25641025641025644
76,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
77,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
78,NTSB,1.0,1.0,1.0,0.25,0.3333333333333333,0.28571428571428575
79,NYSED_SRC2022,0.058823529411764705,0.5,0.10526315789473684,0.0,0.0,0.0
80,KlamathInvasiveSpecies,0.07692307692307693,1.0,0.14285714285714288,0.0,0.0,0.0
81,SBODemoUS-Finance,0.0,0.0,0.0,0.0,0.0,0.0
82,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
83,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
84,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
85,SBODemoUS-Inventory and Production,0.5,1.0,0.6666666666666666,0.15384615384615385,0.8,0.25806451612903225
86,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
87,SBODemoUS-Inventory and Production,0.0,0.0,0.0,0.0,0.0,0.0
88,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
89,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
90,KlamathInvasiveSpecies,0.0,0.0,0.0,0.0,0.0,0.0
91,CratersWildlifeObservations,0.3333333333333333,1.0,0.5,0.1,0.3333333333333333,0.15384615384615383
92,ATBI,0.0,0.0,0.0,1.0,1.0,1.0
93,NTSB,0.0,0.0,0.0,0.0,1.0,0.0
94,ATBI,0.1,1.0,0.18181818181818182,0.0,0.0,0.0
95,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
96,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333
97,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
98,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
99,SBODemoUS-Sales Opportunities,0.0,0.0,0.0,0.0,0.0,0.0
100,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
101,NYSED_SRC2022,0.3333333333333333,0.5,0.4,0.125,0.16666666666666666,0.14285714285714288
